Features,Execution,AUC,Sens,Spec
features_DM_Duration_Insulin,8,0.9445,0.9606,0.7471
features_DM_Duration_Insulin,9,0.9480,0.9528,0.7235
features_DM_Duration_SBP,0,0.9502,0.9528,0.8265
features_DM_Duration_SBP,1,0.9441,0.9528,0.7912
features_DM_Duration_SBP,2,0.9441,0.9528,0.7853
features_DM_Duration_SBP,3,0.9654,0.9528,0.8059
features_DM_Duration_SBP,4,0.9489,0.9528,0.7265
features_DM_Duration_SBP,5,0.9529,0.9528,0.8118
features_DM_Duration_SBP,6,0.9383,0.9528,0.7618
features_DM_Duration_SBP,7,0.9561,0.9528,0.8147
features_DM_Duration_SBP,8,0.9395,0.9528,0.6912
features_DM_Duration_SBP,9,0.9402,0.9528,0.7265
features_DM_Duration_UAE,0,0.9550,0.9528,0.7882
features_DM_Duration_UAE,1,0.9569,0.9528,0.7941
features_DM_Duration_UAE,2,0.9499,0.9528,0.7706
features_DM_Duration_UAE,3,0.9624,0.9528,0.8941
features_DM_Duration_UAE,4,0.9525,0.9528,0.7500
features_DM_Duration_UAE,5,0.9343,0.9528,0.7059
features_DM_Duration_UAE,6,0.9325,0.9528,0.7500
features_DM_Duration_UAE,7,0.9236,0.9528,0.5559
features_DM_Duration_UAE,8,0.9443,0.9528,0.7265
features_DM_Duration_UAE,9,0.9375,0.9528,0.7000
features_HbA1c_Insulin,0,0.9516,0.9528,0.6706
features_HbA1c_Insulin,1,0.9448,0.9528,0.6735
features_HbA1c_Insulin,2,0.9477,0.9528,0.7176
features_HbA1c_Insulin,3,0.9476,0.9528,0.7118
features_HbA1c_Insulin,4,0.9485,0.9528,0.7265
features_HbA1c_Insulin,5,0.9577,0.9528,0.8618
features_HbA1c_Insulin,6,0.9387,0.9528,0.6941
features_HbA1c_Insulin,7,0.9456,0.9528,0.6471
features_HbA1c_Insulin,8,0.9641,0.9528,0.8324
features_HbA1c_Insulin,9,0.9595,0.9528,0.8029
features_SBP_HbA1c,0,0.9257,0.9528,0.6412
features_SBP_HbA1c,1,0.9342,0.9528,0.6000
features_SBP_HbA1c,2,0.9453,0.9528,0.7500
features_SBP_HbA1c,3,0.9359,0.9528,0.7118
features_SBP_HbA1c,4,0.9558,0.9528,0.6941
features_SBP_HbA1c,5,0.9359,0.9606,0.5912
features_SBP_HbA1c,6,0.9191,0.9528,0.5176
features_SBP_HbA1c,7,0.9191,0.9528,0.4765
features_SBP_HbA1c,8,0.9469,0.9528,0.7647
features_SBP_HbA1c,9,0.9374,0.9528,0.6676
features_SBP_Insulin,0,0.9451,0.9528,0.7471
features_SBP_Insulin,1,0.9411,0.9528,0.5765
features_SBP_Insulin,2,0.9586,0.9528,0.7941
features_SBP_Insulin,3,0.9546,0.9606,0.7735
features_SBP_Insulin,4,0.9665,0.9528,0.8441
features_SBP_Insulin,5,0.9401,0.9528,0.7794
features_SBP_Insulin,6,0.9464,0.9528,0.5676
features_SBP_Insulin,7,0.9483,0.9528,0.7235
features_SBP_Insulin,8,0.9341,0.9528,0.6353
features_SBP_Insulin,9,0.9548,0.9528,0.7353
features_SBP_UAE,0,0.9376,0.9528,0.7000
features_SBP_UAE,1,0.9527,0.9528,0.7853
features_SBP_UAE,2,0.9497,0.9528,0.7500
features_SBP_UAE,3,0.9459,0.9528,0.7471
features_SBP_UAE,4,0.9513,0.9528,0.7765
features_SBP_UAE,5,0.9462,0.9528,0.5647
features_SBP_UAE,6,0.9607,0.9528,0.7912
features_SBP_UAE,7,0.9463,0.9528,0.7176
features_SBP_UAE,8,0.9445,0.9528,0.7441
features_SBP_UAE,9,0.9565,0.9528,0.7941
features_UAE_HbA1c,0,0.9581,0.9528,0.8618
features_UAE_HbA1c,1,0.9470,0.9606,0.7853
features_UAE_HbA1c,2,0.9676,0.9528,0.8294
features_UAE_HbA1c,3,0.9374,0.9528,0.6824
features_UAE_HbA1c,4,0.9421,0.9528,0.7441
features_UAE_HbA1c,5,0.9531,0.9528,0.7706
features_UAE_HbA1c,6,0.9603,0.9528,0.8265
features_UAE_HbA1c,7,0.9444,0.9528,0.7353
features_UAE_HbA1c,8,0.9430,0.9528,0.7147
features_UAE_HbA1c,9,0.9560,0.9528,0.8088
features_UAE_Insulin,0,0.9628,0.9528,0.8471
features_UAE_Insulin,1,0.9589,0.9528,0.8118
features_UAE_Insulin,2,0.9510,0.9528,0.6235
features_UAE_Insulin,3,0.9316,0.9528,0.6471
features_UAE_Insulin,4,0.9484,0.9528,0.7765
features_UAE_Insulin,5,0.9548,0.9528,0.6441
features_UAE_Insulin,6,0.9495,0.9528,0.7912
features_UAE_Insulin,7,0.9494,0.9528,0.7500
features_UAE_Insulin,8,0.9498,0.9528,0.7529
features_UAE_Insulin,9,0.9494,0.9528,0.7500
features_DM_Duration_HbA1c_Insulin,0,0.9585,0.9528,0.8000
features_DM_Duration_HbA1c_Insulin,1,0.9502,0.9606,0.6941
features_DM_Duration_HbA1c_Insulin,2,0.9556,0.9528,0.7853
features_DM_Duration_HbA1c_Insulin,3,0.9450,0.9528,0.6824
features_DM_Duration_HbA1c_Insulin,4,0.9552,0.9528,0.8324
features_DM_Duration_HbA1c_Insulin,5,0.9607,0.9528,0.8294
features_DM_Duration_HbA1c_Insulin,6,0.9440,0.9528,0.7029
features_DM_Duration_HbA1c_Insulin,7,0.9578,0.9606,0.8265
features_DM_Duration_HbA1c_Insulin,8,0.9518,0.9528,0.7735
features_DM_Duration_HbA1c_Insulin,9,0.9651,0.9528,0.8471
features_DM_Duration_SBP_HbA1c,0,0.9333,0.9528,0.7000
features_DM_Duration_SBP_HbA1c,1,0.9644,0.9528,0.8265
features_DM_Duration_SBP_HbA1c,2,0.9382,0.9528,0.6912
features_DM_Duration_SBP_HbA1c,3,0.9269,0.9528,0.6147
features_DM_Duration_SBP_HbA1c,4,0.9237,0.9528,0.6176
features_DM_Duration_SBP_HbA1c,5,0.9312,0.9528,0.5118
features_DM_Duration_SBP_HbA1c,6,0.9381,0.9528,0.6853
features_DM_Duration_SBP_HbA1c,7,0.9519,0.9528,0.7059
features_DM_Duration_SBP_HbA1c,8,0.9524,0.9528,0.7529
features_DM_Duration_SBP_HbA1c,9,0.9592,0.9528,0.7853
features_DM_Duration_SBP_Insulin,0,0.9586,0.9528,0.7118
features_DM_Duration_SBP_Insulin,1,0.9594,0.9528,0.8324
features_DM_Duration_SBP_Insulin,2,0.9437,0.9528,0.6765
features_DM_Duration_SBP_Insulin,3,0.9599,0.9528,0.7882
features_DM_Duration_SBP_Insulin,4,0.9687,0.9528,0.8559
features_DM_Duration_SBP_Insulin,5,0.9359,0.9528,0.6853
features_DM_Duration_SBP_Insulin,6,0.9517,0.9528,0.7382
features_DM_Duration_SBP_Insulin,7,0.9458,0.9528,0.7029
features_DM_Duration_SBP_Insulin,8,0.9505,0.9606,0.7618
features_DM_Duration_SBP_Insulin,9,0.9659,0.9528,0.8676
features_DM_Duration_SBP_UAE,0,0.9556,0.9528,0.8206
features_DM_Duration_SBP_UAE,1,0.9521,0.9528,0.7118
features_DM_Duration_SBP_UAE,2,0.9399,0.9528,0.5971
features_DM_Duration_SBP_UAE,3,0.9473,0.9528,0.7176
features_DM_Duration_SBP_UAE,4,0.9543,0.9528,0.7853
features_DM_Duration_SBP_UAE,5,0.9564,0.9528,0.8176
features_DM_Duration_SBP_UAE,6,0.9343,0.9606,0.6882
features_DM_Duration_SBP_UAE,7,0.9362,0.9528,0.6971
features_DM_Duration_SBP_UAE,8,0.9319,0.9528,0.6382
features_DM_Duration_SBP_UAE,9,0.9480,0.9528,0.7500
features_DM_Duration_UAE_HbA1c,0,0.9489,0.9528,0.7265
features_DM_Duration_UAE_HbA1c,1,0.9459,0.9528,0.7706
features_DM_Duration_UAE_HbA1c,2,0.9293,0.9528,0.5882
features_DM_Duration_UAE_HbA1c,3,0.9550,0.9528,0.7676
features_DM_Duration_UAE_HbA1c,4,0.9453,0.9528,0.7176
features_DM_Duration_UAE_HbA1c,5,0.9510,0.9528,0.8000
features_DM_Duration_UAE_HbA1c,6,0.9644,0.9528,0.8676
features_DM_Duration_UAE_HbA1c,7,0.9606,0.9528,0.8765
features_DM_Duration_UAE_HbA1c,8,0.9567,0.9528,0.8441
features_DM_Duration_UAE_HbA1c,9,0.9515,0.9528,0.8353
features_DM_Duration_UAE_Insulin,0,0.9539,0.9606,0.7471
features_DM_Duration_UAE_Insulin,1,0.9480,0.9606,0.6382
features_DM_Duration_UAE_Insulin,2,0.9494,0.9528,0.7000
features_DM_Duration_UAE_Insulin,3,0.9491,0.9606,0.7059
features_DM_Duration_UAE_Insulin,4,0.9641,0.9528,0.8382
features_DM_Duration_UAE_Insulin,5,0.9584,0.9528,0.7588
features_DM_Duration_UAE_Insulin,6,0.9587,0.9528,0.7941
features_DM_Duration_UAE_Insulin,7,0.9701,0.9528,0.8559
features_DM_Duration_UAE_Insulin,8,0.9648,0.9606,0.8500
features_DM_Duration_UAE_Insulin,9,0.9623,0.9528,0.8676
features_SBP_HbA1c_Insulin,0,0.9362,0.9528,0.6647
features_SBP_HbA1c_Insulin,1,0.9636,0.9528,0.8353
features_SBP_HbA1c_Insulin,2,0.9709,0.9528,0.8412
features_SBP_HbA1c_Insulin,3,0.9574,0.9528,0.8029
features_SBP_HbA1c_Insulin,4,0.9588,0.9528,0.7853
features_SBP_HbA1c_Insulin,5,0.9386,0.9528,0.6676
features_SBP_HbA1c_Insulin,6,0.9537,0.9528,0.7588
features_SBP_HbA1c_Insulin,7,0.9301,0.9528,0.5824
features_SBP_HbA1c_Insulin,8,0.9555,0.9528,0.8471
features_SBP_HbA1c_Insulin,9,0.9578,0.9528,0.7794
features_SBP_UAE_HbA1c,0,0.9438,0.9528,0.7618
features_SBP_UAE_HbA1c,1,0.9494,0.9528,0.7441
features_SBP_UAE_HbA1c,2,0.9477,0.9528,0.7559
features_SBP_UAE_HbA1c,3,0.9310,0.9528,0.6941
features_SBP_UAE_HbA1c,4,0.9299,0.9528,0.6029
features_SBP_UAE_HbA1c,5,0.9497,0.9528,0.7412
features_SBP_UAE_HbA1c,6,0.9313,0.9528,0.5353
features_SBP_UAE_HbA1c,7,0.9434,0.9528,0.7147
features_SBP_UAE_HbA1c,8,0.9361,0.9528,0.7118
features_SBP_UAE_HbA1c,9,0.9317,0.9528,0.7147
features_SBP_UAE_Insulin,0,0.9589,0.9528,0.7529
features_SBP_UAE_Insulin,1,0.9262,0.9528,0.6618
features_SBP_UAE_Insulin,2,0.9399,0.9528,0.7529
features_SBP_UAE_Insulin,3,0.9539,0.9528,0.8324
features_SBP_UAE_Insulin,4,0.9630,0.9528,0.8735
features_SBP_UAE_Insulin,5,0.9299,0.9528,0.5647
features_SBP_UAE_Insulin,6,0.9404,0.9606,0.7118
features_SBP_UAE_Insulin,7,0.9637,0.9528,0.8647
features_SBP_UAE_Insulin,8,0.9498,0.9528,0.7853
features_SBP_UAE_Insulin,9,0.9573,0.9528,0.8794
features_UAE_HbA1c_Insulin,0,0.9483,0.9528,0.7882
features_UAE_HbA1c_Insulin,1,0.9569,0.9528,0.8529
features_UAE_HbA1c_Insulin,2,0.9552,0.9528,0.8147
features_UAE_HbA1c_Insulin,3,0.9504,0.9528,0.8029
features_UAE_HbA1c_Insulin,4,0.9507,0.9528,0.7706
features_UAE_HbA1c_Insulin,5,0.9517,0.9528,0.6912
features_UAE_HbA1c_Insulin,6,0.9525,0.9528,0.7500
features_UAE_HbA1c_Insulin,7,0.9344,0.9528,0.5765
features_UAE_HbA1c_Insulin,8,0.9573,0.9528,0.7853
features_UAE_HbA1c_Insulin,9,0.9353,0.9528,0.6176
features_DM_Duration_SBP_HbA1c_Insulin,0,0.9717,0.9528,0.8676
features_DM_Duration_SBP_HbA1c_Insulin,1,0.9444,0.9528,0.6824
features_DM_Duration_SBP_HbA1c_Insulin,2,0.9444,0.9528,0.6500
features_DM_Duration_SBP_HbA1c_Insulin,3,0.9521,0.9528,0.8029
features_DM_Duration_SBP_HbA1c_Insulin,4,0.9708,0.9528,0.8941
features_DM_Duration_SBP_HbA1c_Insulin,5,0.9414,0.9528,0.6088
features_DM_Duration_SBP_HbA1c_Insulin,6,0.9562,0.9528,0.7941
features_DM_Duration_SBP_HbA1c_Insulin,7,0.9370,0.9528,0.5471
features_DM_Duration_SBP_HbA1c_Insulin,8,0.9570,0.9528,0.7647
features_DM_Duration_SBP_HbA1c_Insulin,9,0.9604,0.9528,0.7588
features_DM_Duration_SBP_UAE_HbA1c,0,0.9545,0.9528,0.8235
features_DM_Duration_SBP_UAE_HbA1c,1,0.9486,0.9528,0.6735
features_DM_Duration_SBP_UAE_HbA1c,2,0.9234,0.9528,0.4529
features_DM_Duration_SBP_UAE_HbA1c,3,0.9355,0.9528,0.7206
features_DM_Duration_SBP_UAE_HbA1c,4,0.9498,0.9528,0.7971
features_DM_Duration_SBP_UAE_HbA1c,5,0.9403,0.9528,0.6794
features_DM_Duration_SBP_UAE_HbA1c,6,0.9593,0.9528,0.7676
features_DM_Duration_SBP_UAE_HbA1c,7,0.9494,0.9528,0.7441
features_DM_Duration_SBP_UAE_HbA1c,8,0.9430,0.9528,0.7500
features_DM_Duration_SBP_UAE_HbA1c,9,0.9523,0.9528,0.7500
features_DM_Duration_SBP_UAE_Insulin,0,0.9541,0.9528,0.7559
features_DM_Duration_SBP_UAE_Insulin,1,0.9528,0.9606,0.8029
features_DM_Duration_SBP_UAE_Insulin,2,0.9344,0.9528,0.6471
features_DM_Duration_SBP_UAE_Insulin,3,0.9616,0.9528,0.7912
features_DM_Duration_SBP_UAE_Insulin,4,0.9352,0.9528,0.6206
features_DM_Duration_SBP_UAE_Insulin,5,0.9488,0.9528,0.7971
features_DM_Duration_SBP_UAE_Insulin,6,0.9391,0.9528,0.5912
features_DM_Duration_SBP_UAE_Insulin,7,0.9486,0.9528,0.7618
features_DM_Duration_SBP_UAE_Insulin,8,0.9681,0.9528,0.8676
features_DM_Duration_SBP_UAE_Insulin,9,0.9421,0.9528,0.7500
features_DM_Duration_UAE_HbA1c_Insulin,0,0.9522,0.9528,0.8618
features_DM_Duration_UAE_HbA1c_Insulin,1,0.9516,0.9528,0.7588
features_DM_Duration_UAE_HbA1c_Insulin,2,0.9419,0.9528,0.5882
features_DM_Duration_UAE_HbA1c_Insulin,3,0.9544,0.9528,0.7647
features_DM_Duration_UAE_HbA1c_Insulin,4,0.9438,0.9528,0.7088
features_DM_Duration_UAE_HbA1c_Insulin,5,0.9518,0.9528,0.7971
features_DM_Duration_UAE_HbA1c_Insulin,6,0.9453,0.9528,0.6941
features_DM_Duration_UAE_HbA1c_Insulin,7,0.9686,0.9606,0.8588
features_DM_Duration_UAE_HbA1c_Insulin,8,0.9498,0.9528,0.6824
features_DM_Duration_UAE_HbA1c_Insulin,9,0.9589,0.9528,0.7912
features_SBP_UAE_HbA1c_Insulin,0,0.9609,0.9528,0.7882
features_SBP_UAE_HbA1c_Insulin,1,0.9424,0.9528,0.7559
features_SBP_UAE_HbA1c_Insulin,2,0.9450,0.9528,0.6941
features_SBP_UAE_HbA1c_Insulin,3,0.9529,0.9528,0.7618
features_SBP_UAE_HbA1c_Insulin,4,0.9462,0.9528,0.6971
features_SBP_UAE_HbA1c_Insulin,5,0.9576,0.9528,0.8382
features_SBP_UAE_HbA1c_Insulin,6,0.9555,0.9528,0.8324
features_SBP_UAE_HbA1c_Insulin,7,0.9479,0.9528,0.6794
features_SBP_UAE_HbA1c_Insulin,8,0.9528,0.9528,0.6912
features_SBP_UAE_HbA1c_Insulin,9,0.9418,0.9528,0.7324
features_DM_Duration_SBP_UAE_HbA1c_Insulin,0,0.9665,0.9528,0.8647
features_DM_Duration_SBP_UAE_HbA1c_Insulin,1,0.9560,0.9528,0.7912
features_DM_Duration_SBP_UAE_HbA1c_Insulin,2,0.9395,0.9528,0.7206
features_DM_Duration_SBP_UAE_HbA1c_Insulin,3,0.9372,0.9528,0.6500
features_DM_Duration_SBP_UAE_HbA1c_Insulin,4,0.9538,0.9528,0.6794
features_DM_Duration_SBP_UAE_HbA1c_Insulin,5,0.9611,0.9528,0.8059
features_DM_Duration_SBP_UAE_HbA1c_Insulin,6,0.9516,0.9528,0.8118
features_DM_Duration_SBP_UAE_HbA1c_Insulin,7,0.9568,0.9528,0.7500
features_DM_Duration_SBP_UAE_HbA1c_Insulin,8,0.9384,0.9528,0.6735
features_DM_Duration_SBP_UAE_HbA1c_Insulin,9,0.9521,0.9528,0.8000
